,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,state,city
692,1043146,Short stays OK. BH/Weho Sunset Hills Contemporary,5743628,Peter,City of Los Angeles,Hollywood Hills West,34.09757,-118.3738,Entire home/apt,1200,30,12,2020-01-02,0.11,1,365,0,HSR20-002405,CA,Los Angeles
697,1157077,Malibu OceanFront Guest House,6323112,Antoinette,Other Cities,Malibu,34.009,-118.8147,Entire home/apt,595,4,77,2022-08-30,0.8,3,177,24,STR20-0076,CA,Los Angeles
702,1256361,Large hillside studio in Echo Park,6658533,Aaron & Luciana,City of Los Angeles,Echo Park,34.08593,-118.2506,Entire home/apt,121,30,255,2022-07-31,2.3,2,113,2,HSR19-356687,CA,Los Angeles
703,1159751,Malibu 3 BR Oceanfront Bluff,6323112,Antoinette,Other Cities,Malibu,34.01096,-118.81384,Entire home/apt,795,7,19,2022-08-27,0.22,3,95,4,STR20-0076,CA,Los Angeles
704,1160233,Los Angeles ! Pasadena! Rose Bowl!SoCalifornia!,6136641,Allen,City of Los Angeles,Montecito Heights,34.09565,-118.18574,Private room,64,30,25,2021-07-20,0.27,1,0,0,Hsr19-123456,CA,Los Angeles
705,1046293,Private room in cottage style house,5757665,Ann,City of Los Angeles,Sherman Oaks,34.17007,-118.46056,Private room,50,7,38,2022-08-22,0.33,2,68,10,HSR22-000248,CA,Los Angeles
708,1257025,Beach side heart of santa monica/P,6471245,Pei,Other Cities,Santa Monica,34.02251,-118.50066,Private room,99,1,698,2022-08-23,6.25,1,300,69,217645,CA,Los Angeles
709,1160367,Rancho Reseda Retreat House-HSR21-002460,6358823,David,City of Los Angeles,Reseda,34.2018,-118.54782,Entire home/apt,110,5,10,2022-01-03,0.1,1,155,2,HSR21-002460,CA,Los Angeles
710,1259730,ARCHITECTURAL HOLLYWOOD,1450554,Linda,City of Los Angeles,Hollywood Hills,34.10868,-118.33835,Entire home/apt,120,30,465,2020-03-15,4.16,1,143,0,HSR19-000764,CA,Los Angeles
711,1054981,Enjoy my Venice Loft (w/ private home gym),2451422,Stephen,City of Los Angeles,Venice,33.99284,-118.46732,Entire home/apt,500,5,84,2022-08-30,0.86,1,159,25,HSR19-001030,CA,Los Angeles
715,1056644,“The Blue Room” (Private Bd. & Bathroom),190861,Mikey,City of Los Angeles,Valley Village,34.16759,-118.38738,Private room,72,2,51,2022-01-19,0.46,3,0,7,HSR21-000564,CA,Los Angeles
726,1167685,Tranquil Garden Guest House & Pool,4324567,Serena,City of Los Angeles,Studio City,34.14619,-118.39932,Entire home/apt,222,30,287,2022-09-04,2.53,2,330,39,HSR19-002639,CA,Los Angeles
732,1069246,REDUCED! LUXURY DESIGNER ART MODERN ON THE BEACH!,10156476,Robert,Other Cities,Santa Monica,33.99728,-118.48254,Entire home/apt,525,31,2,2022-05-14,0.02,8,288,1,228642,CA,Los Angeles
737,1069809,Serene Hillside Home & Gorgeous Garden,2021412,Heather,City of Los Angeles,Echo Park,34.0893,-118.24568,Entire home/apt,227,30,1,2014-12-28,0.01,1,35,0,HSR22-001388,CA,Los Angeles
738,1283815,Ktown Home Luxury/Relax/Comfort/Zen,6562223,Mariano,City of Los Angeles,Koreatown,34.07455,-118.29832,Entire home/apt,285,30,157,2020-08-07,1.76,3,365,0,HSR19-005861,CA,Los Angeles
743,1180428,"Private Hillside Garden Suite, Eastside L.A.",6457603,Dee & Mike,City of Los Angeles,Mount Washington,34.11146,-118.21216,Entire home/apt,144,2,223,2022-08-29,1.99,1,118,72,HSR19-001824,CA,Los Angeles
744,1288452,Suite near Universal,4902248,Helen,City of Los Angeles,Hollywood Hills,34.11225,-118.33279,Private room,140,1,285,2022-08-28,2.54,3,160,64,HSR21-001447,CA,Los Angeles
745,1186217,Entire home in Beverly Hills with pool,6486378,Joshua,City of Los Angeles,Beverly Crest,34.1087,-118.43367,Entire home/apt,595,30,130,2021-03-22,1.17,1,339,0,HSR19-002739,CA,Los Angeles
748,1290697,1920s Hollywood 3BR with Jacuzzi and private yard!,7018329,Alice,City of Los Angeles,Larchmont,34.07926,-118.32069,Entire home/apt,250,30,10,2016-01-01,0.09,1,0,0,HSR20-000271,CA,Los Angeles
752,1187091,Charming California Bungalow in San Pedro,6490469,Walter,City of Los Angeles,San Pedro,33.73096,-118.29905,Entire home/apt,150,3,54,2022-09-05,0.48,2,52,3,HSR22-002083,CA,Los Angeles
754,1292476,Charming Craftsman with Outdoor Shower,7027622,Susan & Kevin,City of Los Angeles,Venice,33.99521,-118.45409,Entire home/apt,169,30,458,2022-06-30,4.09,1,158,2,HSR19-003384,CA,Los Angeles
755,1305483,"CLEAN, Private Entrance, separated 2/1 w Patio",866477,Ewa,City of Los Angeles,Mount Washington,34.11028,-118.22064,Entire home/apt,186,2,102,2022-08-23,1.18,2,320,43,HSR19-004776,CA,Los Angeles
757,1187671,Private Room Near South Pasadena,6494570,Ann-Marie And Emrick,City of Los Angeles,Highland Park,34.1136,-118.17812,Private room,60,30,65,2022-06-30,0.66,2,336,3,HSR20-002238,CA,Los Angeles
761,1312034,"Private guesthouse  with patio, pet friendly",7129892,Azita,Other Cities,Santa Monica,34.03654,-118.47378,Entire home/apt,109,14,38,2022-08-11,0.34,2,323,6,242154,CA,Los Angeles
762,1293181,Modern Spacious Santa Monica Townhome,2734505,Keith & Yeva,Other Cities,Santa Monica,34.03491,-118.46739,Entire home/apt,200,2,23,2022-09-05,0.22,1,0,5,232576,CA,Los Angeles
764,1294678,Family Paradise in Venice Beach,7039450,Peter And Marisa,City of Los Angeles,Venice,33.99808,-118.45645,Entire home/apt,700,3,25,2022-07-28,0.24,1,352,4,HSR19-002161,CA,Los Angeles
765,1195078,Cozy Room in Historical Highland Park,6494570,Ann-Marie And Emrick,City of Los Angeles,Highland Park,34.11419,-118.1767,Private room,47,30,102,2020-11-03,0.91,2,334,0,HSR20-002238,CA,Los Angeles
768,1294861,Come WFH**,4902248,Helen,City of Los Angeles,Hollywood Hills,34.12992,-118.34506,Private room,111,1,106,2022-09-06,0.95,3,285,2,HSR21-001447,CA,Los Angeles
769,1317166,The Mountain Beach House Suite,7155111,Dorothy,City of Los Angeles,Venice,33.97948,-118.46729,Private room,170,30,301,2020-03-02,2.76,1,365,0,HSR19-003736,CA,Los Angeles
770,1200697,Charming Home in Highland Park,6483621,Patrice,City of Los Angeles,Highland Park,34.12075,-118.17743,Entire home/apt,175,30,6,2020-02-24,0.05,1,205,0,HSR19-001386,CA,Los Angeles
773,1327133,Spanish Oasis w/ Spectacular DTLA Views,870087,Martineke,City of Los Angeles,Echo Park,34.09419,-118.25122,Entire home/apt,600,4,13,2022-07-09,0.12,2,284,1,HSR22-000377,CA,Los Angeles
779,1336082,Venice Garden Studio Apt. & Bikes,7245047,Marco,City of Los Angeles,Venice,33.99195,-118.45463,Entire home/apt,140,5,161,2022-08-23,1.44,1,51,23,HSR22-001781,CA,Los Angeles
780,1669744,Huge 2+1 1400sf Views Hollywood Heights,8840681,Kevin,City of Los Angeles,Hollywood Hills,34.1094,-118.34235,Entire home/apt,211,30,115,2022-09-01,1.07,1,320,32,HSR22-001824,CA,Los Angeles
781,1495256,"LAX Beachhouse-Luxury On Sand, sanitized, near LAX",7992508,Frank,City of Los Angeles,Playa del Rey,33.96193,-118.4541,Entire home/apt,1019,3,59,2022-07-27,0.55,3,255,11,HSR21-000363,CA,Los Angeles
785,1677768,Charming Room  & private bath minutes from  Beach.,8876778,Amanda & Paul,Other Cities,Santa Monica,34.00897,-118.48129,Private room,134,2,140,2022-09-07,1.64,1,185,38,214940,CA,Los Angeles
787,1503555,Private Sunset Plaza Hideaway with Pool,8033455,Nona,City of Los Angeles,Hollywood Hills West,34.09711,-118.38121,Entire home/apt,420,4,33,2022-08-25,0.3,1,335,9,HSR19-003835,CA,Los Angeles
788,1677930,Private room with parking in Los Angeles,8877518,Amaia,City of Los Angeles,Del Rey,33.98721,-118.42083,Private room,130,4,9,2022-08-29,2.06,1,45,9,HSR20-000986,CA,Los Angeles
789,1508079,1877sf 2bd/2 ba 50 yards to beach & 500sf DECK!,7599550,Donald,City of Los Angeles,Venice,33.98405838012695,-118.47040557861328,Entire home/apt,349,3,134,2022-08-22,1.23,3,286,36,HSR22-002073,CA,Los Angeles
794,1681745,Luxurious Home Overlooking Venice Canals,6342966,Andrea & Ed,City of Los Angeles,Venice,33.98353,-118.46441,Entire home/apt,397,3,372,2022-08-02,3.44,1,190,41,HSR19-003879,CA,Los Angeles
800,1515883,Centrally-Located Long Beach Guesthouse,8094048,Mikki,Other Cities,Long Beach,33.819183,-118.175247,Entire home/apt,130,31,652,2022-06-30,6.07,1,349,49,PRP20-00004,CA,Los Angeles
806,1364192,Los Angeles Guest Home in Mt Washington,1979505,Darryl,City of Los Angeles,Mount Washington,34.09515,-118.21371,Entire home/apt,250,6,57,2022-08-15,0.51,2,156,24,HSR19-003715,CA,Los Angeles
813,1365453,0.8 mi. 2 BEVERLY HILLS-Prv. Bedrm & En Suite Bath,7411743,Tami,City of Los Angeles,Beverlywood,34.04759,-118.39392,Private room,95,30,51,2019-09-28,0.47,2,365,0,HSR20-001877,CA,Los Angeles
815,1365676,selfcontained1 Bdrm suite with Spa,1535780,Rasha,City of Los Angeles,Studio City,34.14766,-118.40721,Entire home/apt,217,1,89,2022-08-21,0.8,1,362,4,HSR22-001852,CA,Los Angeles
817,1687791,Beach Retreat in Park-Like Setting,7158073,Jeff,City of Los Angeles,Pacific Palisades,34.04924,-118.53396,Entire home/apt,1795,7,19,2022-07-16,0.18,1,362,5,HSR21-001539,CA,Los Angeles
820,1538312,Breakfast under Trees close to City,8111032,May,City of Los Angeles,Mount Washington,34.09896,-118.21412,Entire home/apt,290,4,47,2022-08-14,0.43,1,0,11,HSR21-001557,CA,Los Angeles
821,1373250,Modern Guest Studio in Mid-city LA!,27537,Sarah,City of Los Angeles,Mid-City,34.04511,-118.35946,Private room,128,2,239,2022-08-17,2.52,1,21,21,HSR22-001280,CA,Los Angeles
825,1543080,Fab Room in Craftsman Style Home,8224625,Veronica,City of Los Angeles,Highland Park,34.10591,-118.19767,Private room,63,2,26,2022-08-14,0.24,1,97,2,HSR19-000757,CA,Los Angeles
831,1545503,Spanish Style home in Mid-Wilshire,8236124,Dreya,City of Los Angeles,Mid-City,34.04603,-118.36303,Entire home/apt,180,30,18,2022-01-08,0.17,2,365,1,HSR19-001311,CA,Los Angeles
832,1691660,TheHoudiniEstate,8936617,Lori,City of Los Angeles,Hollywood Hills West,34.1156,-118.37448,Entire home/apt,2321,2,35,2022-07-27,0.47,4,277,6,HSR21-000580,CA,Los Angeles
836,1381369,Spectacular 1909 Craftsman~AMAZING VIEWS,7480071,Al And Leslie,City of Los Angeles,Silver Lake,34.09335,-118.27285,Entire home/apt,580,2,323,2022-09-04,2.91,1,305,43,HSR19-003295,CA,Los Angeles
837,1552093,"""Be Our Guest"" Sunset Strip Guest House",6140447,Jennifer,City of Los Angeles,Hollywood,34.09808,-118.35538,Entire home/apt,181,30,144,2022-07-28,1.94,1,264,19,HSR19-001811,CA,Los Angeles
842,1700085,Soothing Zen Haven In the Hollywood Hills,55411,Hank,City of Los Angeles,Hollywood Hills,34.12002,-118.32136,Entire home/apt,404,5,33,2022-04-28,0.33,10,65,3,HSR19-003021,CA,Los Angeles
849,1393795,Peaceful and tranquil beach oasis.,1534512,Amy,City of Los Angeles,Venice,33.99379,-118.47855,Entire home/apt,336,30,98,2022-07-24,0.95,1,114,7,HSR21-001973,CA,Los Angeles
851,1708422,Urban Oasis - Clean/Sanitized - Air Purifier,8961713,Frank Marquez,City of Los Angeles,Highland Park,34.12599,-118.19291,Entire home/apt,145,2,189,2022-08-28,1.75,2,42,17,HSR19-002549,CA,Los Angeles
852,1561140,Amazing View from Hollywood Hills.,4501234,Dessie,Other Cities,Beverly Hills,34.10898,-118.39163,Entire home/apt,935,2,72,2022-08-15,0.68,1,88,10,HSR19-001052,CA,Los Angeles
853,1399365,Elegant Design Apartment with Courtyard Garden Dining Space,1930550,Cara,Other Cities,Santa Monica,34.02461,-118.48571,Entire home/apt,191,3,244,2022-09-07,2.21,1,234,38,104375,CA,Los Angeles
855,1712418,Venice Canals Luxury Vacation Retreat,6825086,Beverly,City of Los Angeles,Venice,33.98473,-118.46583,Entire home/apt,750,30,8,2020-01-10,0.08,1,313,0,Exempt - This listing is a transient occupancy residential structure,CA,Los Angeles
856,1404538,"Bright, Beverly Hills Home with Pool",1762495,Ravi,City of Los Angeles,Beverly Crest,34.09657,-118.43427,Entire home/apt,500,30,18,2021-01-20,0.2,1,0,0,HSR19-005877,CA,Los Angeles
857,1408665,"""A little oasis in Laurel Canyon""",287042,Hallgrim,City of Los Angeles,Hollywood Hills West,34.10766,-118.37301,Entire home/apt,400,30,141,2022-09-05,1.27,1,1,20,HSR19-002283,CA,Los Angeles
861,1409099,Heaven at the Beach & 500 sf oceandeck with BBQ!,7599550,Donald,City of Los Angeles,Venice,33.98403,-118.47005,Entire home/apt,239,3,224,2022-09-05,2.16,3,330,25,HSR22-001320,CA,Los Angeles
866,1718567,Peaceful Room blocks from Santa Monica beach,160557,Tueykay,Other Cities,Santa Monica,34.00855,-118.47774,Private room,77,5,41,2022-08-18,0.42,1,251,5,227963,CA,Los Angeles
867,1724222,Spacious cottage room w/kitchenette & private bath,9088338,Melanie,City of Los Angeles,Woodland Hills,34.15726,-118.63245,Private room,106,30,81,2020-03-03,1.05,1,35,0,HSR19-003248,CA,Los Angeles
871,1570497,Fashionable Melrose Avenue #1      HSR21-002839,7984293,Rita,City of Los Angeles,Hollywood,34.08585,-118.34293,Private room,85,7,301,2022-08-19,2.87,4,365,11,HSR21-002839,CA,Los Angeles
872,1726045,Private Guest House-Beverly Hills Adj 0.8 miles,7411743,Tami,City of Los Angeles,Beverlywood,34.04825,-118.38791,Entire home/apt,117,30,197,2022-03-31,2.61,2,327,19,HSR20-001877,CA,Los Angeles
880,1423375,"Bright, Modern & Spacious Stunner in Silverlake",2096159,Josh,City of Los Angeles,Silver Lake,34.10183,-118.26616,Entire home/apt,529,3,54,2022-07-20,0.51,1,76,10,HSR22-001822,CA,Los Angeles
885,1602551,Canoe Down the Venice Canals from a Historic Guest House,8539755,Josie And Paul,City of Los Angeles,Venice,33.98455,-118.46902,Entire home/apt,295,4,282,2022-08-31,2.58,1,302,45,HSR20-001704,CA,Los Angeles
889,1433534,Secluded View Home-Prime Location,7464864,Marianne,City of Los Angeles,Woodland Hills,34.16474,-118.60235,Private room,105,30,20,2022-07-15,0.45,2,298,12,HSR22-000251,CA,Los Angeles
891,1732621,"Hollywood Hills ""Canyon Breezes"" & Private Hot Tub",9128463,Bob,City of Los Angeles,Hollywood Hills West,34.10725,-118.3606,Entire home/apt,302,3,220,2022-08-23,2.1,1,52,36,HSR21-000913,CA,Los Angeles
892,1602772,ON A HILL BY Pasadena/ KECK  USC,672143,Grace,City of Los Angeles,Montecito Heights,34.09006,-118.18683,Entire home/apt,145,3,155,2022-08-24,1.44,2,363,32,HSR19-002694,CA,Los Angeles
893,1617945,⭐️ Cozy & Quaint Steps To The Beach,7356043,Trevor,City of Los Angeles,Venice,33.98307,-118.46929,Entire home/apt,150,7,243,2022-08-15,2.23,13,67,18,HSR22-000676,CA,Los Angeles
895,1735041,Stunning Studio City Retreat,1769997,Marianne,City of Los Angeles,Studio City,34.13398,-118.37988,Entire home/apt,907,30,4,2014-08-18,0.04,2,364,0,HSR19-000781,CA,Los Angeles
899,1623443,Bachelor in Venice Beach,8056219,Bret,City of Los Angeles,Venice,33.9884,-118.47433,Entire home/apt,75,30,67,2019-09-18,0.74,1,297,0,HSR19-617980,CA,Los Angeles
900,1446051,COZY GUEST HOUSE NEAR WEHO,7763168,Katherine,Other Cities,West Hollywood,34.09398,-118.36148,Entire home/apt,100,30,30,2022-07-09,0.28,1,267,6,HSR19-001186,CA,Los Angeles
902,1738146,Quiet guest house  in Studio City hills.,1769997,Marianne,City of Los Angeles,Studio City,34.13565,-118.38017,Entire home/apt,250,2,138,2022-08-28,1.43,2,361,31,HSR21-002303,CA,Los Angeles
912,1446428,Private cozy cottage in Los Angeles,6310984,Mando And Marta,City of Los Angeles,East Hollywood,34.07649,-118.30286,Entire home/apt,75,2,482,2022-09-04,4.35,1,102,63,HSR19-000209,CA,Los Angeles
913,1747848,Beautiful Ocean/Harbor hilltop view,9198365,Roya,City of Los Angeles,San Pedro,33.71288,-118.29126,Entire home/apt,200,30,39,2021-12-31,0.37,2,207,1,HSR19-005770,CA,Los Angeles
916,1628415,Fabulous Ocean Views at Malibu 1 Bedroom Getaway,6656138,Larry,Other Cities,Malibu,34.04327,-118.88437,Entire home/apt,282,2,269,2022-08-24,2.58,2,315,49,STR20-0074,CA,Los Angeles
918,1453493,Walk to the Beach From a Charming Guest House,7796684,Susan,Other Cities,Long Beach,33.75706,-118.13322,Entire home/apt,139,2,443,2022-08-29,4.06,3,285,66,NRP22-00888,CA,Los Angeles
919,1750808,Clean Oasis/Private Pool/COUPLE OR SINGLE FAM ONLY,7355875,Debra,Other Cities,Santa Monica,34.0395,-118.48144,Entire home/apt,746,2,72,2022-09-01,0.68,1,334,18,Santa Monica business license 216122,CA,Los Angeles
921,1630098,USC 1 block north -Private Room/Private Bath B&B,8663618,James Brian,City of Los Angeles,University Park,34.02835,-118.28725,Private room,50,31,68,2021-11-15,0.62,2,329,1,Exempt - This listing is a bed and breakfast,CA,Los Angeles
928,1756127,"Paradise in ""Melrose Village""",1204722,Ricco & Julie,City of Los Angeles,Fairfax,34.0852,-118.34847,Entire home/apt,445,30,7,2019-07-21,0.07,3,38,0,HSR20-001515,CA,Los Angeles
929,1634003,Pasadena Craftsman private room w/ separate entry,2789333,Chad,Other Cities,Pasadena,34.17319,-118.12242,Private room,121,1,144,2022-08-28,1.46,1,140,1,STRH2018-00010,CA,Los Angeles
930,1476120,Panoramic MidCentury SilverLake Gem,7899927,Kiki,City of Los Angeles,Silver Lake,34.09957,-118.26784,Private room,153,30,25,2022-08-29,0.24,1,258,15,HSR21-000202,CA,Los Angeles
931,1759701,"Chic, Modern Downtown Loft",9251841,LaLOFT,City of Los Angeles,Downtown,34.04433,-118.25124,Entire home/apt,159,30,47,2021-12-20,2.03,3,364,12,Exempt - This listing is a transient occupancy residential structure,CA,Los Angeles
933,1636261,4Bd/2Ba Craftsman in historic West Adams district,8690256,Juan,City of Los Angeles,Harvard Heights,34.04272,-118.30163,Entire home/apt,354,3,35,2022-09-01,3.24,1,154,35,HSR21-001674,CA,Los Angeles
935,1637056,Spectacular Loft you can't resist.,8694124,Shlomi & Sharona,City of Los Angeles,Carthay,34.06182,-118.36428,Entire home/apt,215,3,146,2022-08-23,1.39,1,353,8,HSR21-003006,CA,Los Angeles
936,1637103,B&B Walk to Beach- Breezy & Bright Cozy Home,884702,June,Other Cities,Santa Monica,34.00256,-118.476,Private room,85,1,213,2020-03-14,2.84,2,0,0,215848,CA,Los Angeles
938,1759806,Sexy/Elegant Armani Casa loft.,9251841,LaLOFT,City of Los Angeles,Downtown,34.04808,-118.25537,Entire home/apt,139,30,265,2020-09-28,2.45,3,364,0,HSR19-004647,CA,Los Angeles
948,1779146,Silver Lake 3 BR Spanish Bungalow,3130819,Shana,City of Los Angeles,Silver Lake,34.10252,-118.26965,Entire home/apt,400,30,28,2022-08-20,0.26,1,365,1,HSR19-003010,CA,Los Angeles
949,1650928,Hollywood Hills Getaway,8634336,Mary,City of Los Angeles,Hollywood Hills,34.11516,-118.34403,Entire home/apt,725,30,6,2016-02-23,0.06,1,364,0,HSR19-003022,CA,Los Angeles
950,1652022,Sunny Pasadena Craftsman Bungalow,8761849,Carol,Other Cities,Pasadena,34.1559,-118.11441,Entire home/apt,98,3,241,2022-09-06,2.23,1,125,36,SRH2021-00301,CA,Los Angeles
954,1652433,Hear Waves Crash! StudioSteps2Bch!Amazon Firestick,8763731,Starline Real Estate,City of Los Angeles,San Pedro,33.70549,-118.28969,Entire home/apt,165,30,624,2022-08-31,5.84,18,335,3,HSR20-00393,CA,Los Angeles
955,1903232,Tropical Studio - Cleaned & Sanitized,8961713,Frank Marquez,City of Los Angeles,Highland Park,34.12604,-118.19329,Private room,125,2,168,2022-09-05,1.57,2,40,23,HSR19-002549,CA,Los Angeles
961,1786575,Sunny House minutes from the beach!,9376474,Maria & Thomas,City of Los Angeles,Westchester,33.97297,-118.38414,Entire home/apt,400,3,118,2022-07-23,1.11,1,0,10,HSR19-000112,CA,Los Angeles
965,1909799,Venice Beach Studio With Parking,9910128,Cy,City of Los Angeles,Venice,33.98463,-118.47103,Entire home/apt,235,4,240,2022-09-05,2.3,1,114,18,HSR22-002345,CA,Los Angeles
980,2058030,Charming Pasadena English Cottage,7247965,Marla,Other Cities,Pasadena,34.16044,-118.10502,Entire home/apt,350,3,14,2022-08-28,0.13,1,270,1,SRU2018-00057   and   SRH2018-00161,CA,Los Angeles
981,1925626,Attached Encino Guest House -  for ONE guest,9975091,Michael,City of Los Angeles,Encino,34.16204,-118.48089,Entire home/apt,115,30,147,2022-08-13,1.71,1,253,7,HSR19-002932,CA,Los Angeles
982,2058290,A Uniquely Beautiful Modern Studio,10538921,Haim,Other Cities,Santa Monica,34.0076,-118.46759,Entire home/apt,120,3,183,2022-09-03,1.74,1,232,72,235317,CA,Los Angeles
983,1925843,Echo Park Retreat with Views,8639785,Christian & Meredith,City of Los Angeles,Echo Park,34.09182,-118.25352,Entire home/apt,107,2,530,2022-09-03,5.02,1,281,64,HSR19-001995,CA,Los Angeles
985,1797692,"Designer Garden Oasis: private home, yard, parking",1716844,Kruti,City of Los Angeles,Mid-City,34.03861,-118.38421,Entire home/apt,336,7,8,2022-01-10,0.16,1,117,1,HSR21-003097,CA,Los Angeles
986,1929094,Breezy! Private Hillside  Silver Lake Art Studio,3255693,Kaia,City of Los Angeles,Silver Lake,34.10176,-118.26951,Entire home/apt,144,30,327,2022-05-05,3.06,2,35,28,HSR19-003521,CA,Los Angeles
991,1802756,Charming Sherman Oaks house,9450382,Glenn,City of Los Angeles,Sherman Oaks,34.16372,-118.46483,Entire home/apt,275,5,39,2022-08-28,0.63,1,154,6,HSR22-001048,CA,Los Angeles
993,1939245,Updated & Sunny Detached 1BD w/Kitchenette & View,10031739,Gretje,City of Los Angeles,El Sereno,34.09573,-118.16909,Entire home/apt,79,30,209,2021-12-24,1.98,1,272,2,HSR19-004044,CA,Los Angeles
994,1805824,THE SAINT CLAIR -- A RUSTIC  PRIVATE GUEST HOUSE,9464518,Marty And Carla,City of Los Angeles,Valley Glen,34.18028,-118.40047,Entire home/apt,147,2,183,2022-09-02,1.69,1,67,19,HSR21-002409,CA,Los Angeles
996,1941221,Spacious Hillside Oasis in Silver Lake,10040534,Scott,City of Los Angeles,Silver Lake,34.09932,-118.25426,Entire home/apt,386,3,85,2022-08-21,1.48,2,249,24,HSR22-000483,CA,Los Angeles
997,2070289,Posh One — Luxury Artist Retreat Pasadena Guesthouse,10585988,Barry & Van-Martin,Other Cities,Pasadena,34.14354,-118.11175,Entire home/apt,198,3,202,2022-09-06,1.91,3,44,28,SRH2018-00014,CA,Los Angeles
1000,1815335,Private Bed/Bath in Shared Home w Pool/Jacuzzi,1204722,Ricco & Julie,City of Los Angeles,Fairfax,34.08549,-118.34833,Private room,119,30,76,2022-08-17,0.71,3,142,28,HSR20-001515,CA,Los Angeles
1002,1815430,"Liz's Beachy Retreat in Santa Monica, Master Suite",9465513,Liz,Other Cities,Santa Monica,34.02288,-118.49851,Private room,133,1,433,2022-09-05,4.08,1,81,60,239069,CA,Los Angeles
1006,1815874,Orange Drive Hostel-Male Dorm Room,9250479,Gretchen,City of Los Angeles,Hollywood,34.10392,-118.34016,Shared room,42,30,49,2020-02-16,0.45,11,312,0,Exempt - This listing is a hotel or motel,CA,Los Angeles
1010,2073869,"FAMED MUSIC SITE, Hillside View, Acre, Park, Clean",10601052,Craig & Fiona,City of Los Angeles,Sherman Oaks,34.14255,-118.44151,Private room,68,31,79,2016-11-01,0.75,2,365,0,HSR19-004798,CA,Los Angeles
1011,1959307,Modern Townhouse in West LA,9669575,Kamal,City of Los Angeles,Mid-City,34.04377,-118.38383,Private room,75,30,46,2022-08-28,0.44,1,286,4,HSR19-000903,CA,Los Angeles
1012,2076112,Gated Hollywood Hills View Estate,10610538,Alex,City of Los Angeles,Hollywood Hills West,34.1042,-118.36465,Entire home/apt,1249,30,91,2022-04-18,0.92,2,275,9,HSR19-002384,CA,Los Angeles
1013,1819094,Orange Drive Hostel - Female Dorm,9250479,Gretchen,City of Los Angeles,Hollywood,34.10248,-118.3415,Shared room,42,30,70,2020-03-02,0.68,11,365,0,Exempt - This listing is a hotel or motel,CA,Los Angeles
1014,1819115,Private Room with Two Twin Beds,9250479,Gretchen,City of Los Angeles,Hollywood Hills,34.1047,-118.34021,Private room,100,30,6,2016-04-13,0.06,11,365,0,Exempt - This listing is a hotel or motel,CA,Los Angeles
1015,1960842,Quintessential Beach Bungalow (1 person limit),10132265,Erin,Other Cities,Santa Monica,34.03422,-118.47398,Entire home/apt,204,3,196,2022-09-05,1.84,1,2,14,228105,CA,Los Angeles
1016,1819124,Private Double Room with En Suite,9250479,Gretchen,City of Los Angeles,Hollywood,34.10245,-118.34215,Private room,120,30,8,2020-02-02,0.09,11,365,0,Exempt - This listing is a hotel or motel,CA,Los Angeles
1018,1964828,"COOL, CLEAN LA Apt- NR HOLLYWOOD & DTWN LA!",1317513,Arun,City of Los Angeles,Glassell Park,34.11707,-118.23089,Entire home/apt,221,2,70,2022-08-24,0.69,1,178,5,HSR19-000291,CA,Los Angeles
1019,2079551,Silverlake Pre-Fab Modern,10286258,Michell,City of Los Angeles,Silver Lake,34.08866,-118.27839,Entire home/apt,227,2,152,2022-08-07,1.44,1,297,47,HSR20-002166,CA,Los Angeles
1020,1819132,Private Twin Room with En Suite,9250479,Gretchen,City of Los Angeles,Hollywood Hills,34.10413,-118.34205,Private room,120,30,5,2018-02-19,0.05,11,365,0,Exempt - This listing is a hotel or motel,CA,Los Angeles
1021,1965557,The Cottage Santa Monica,10153127,John,Other Cities,Santa Monica,34.00501,-118.48742,Entire home/apt,2307,3,18,2022-08-08,0.21,1,137,6,164805,CA,Los Angeles
1025,2083347,"Pasadena: best area,  separate entrance, 3/4 bath",9898515,Sandra,Other Cities,Pasadena,34.13089,-118.13761,Private room,82,3,226,2022-08-25,2.14,2,142,43,SRH2018-00036,CA,Los Angeles
1026,1821859,Ideal Modern Beach Home Away from Home,2566215,Jo-Ann,City of Los Angeles,Venice,33.99336,-118.46196,Entire home/apt,500,5,143,2022-09-03,1.4,4,128,20,HSR19-003921,CA,Los Angeles
1031,2089370,Exquisite Echo Park Home,10664686,Marty,City of Los Angeles,Echo Park,34.08819,-118.2455,Entire home/apt,200,30,20,2020-05-20,0.2,1,0,0,HSR20-000771,CA,Los Angeles
1032,1971325,Lovely Silverlake Studio with Parking,6964894,Adrien,City of Los Angeles,Silver Lake,34.1006,-118.25454,Entire home/apt,99,6,125,2022-08-14,1.33,1,66,22,HSR19-005157,CA,Los Angeles
1036,1831098,Private Stylish Studio Guest Suite w/ Pool,9576992,Alison,City of Los Angeles,Sherman Oaks,34.14482,-118.42232,Entire home/apt,105,2,211,2022-09-06,2.01,1,98,46,HSR19-001224,CA,Los Angeles
1037,1971900,Stunning Three Bedroom Santa Monica Beach Home,3606205,Sean,Other Cities,Santa Monica,34.00796,-118.48839,Entire home/apt,1495,3,63,2022-06-02,0.59,4,321,4,220668,CA,Los Angeles
